epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,31488.2,0.46033,0.74088,0.51515,0.94699,0.86328,0.7707,0.8455,0.77345,0.87367,0.7657,0.84306,0.7302,0.34504,0.67729,0.44396,0.88121,0.0087625,0.0087625,0.0087625
52,32104.8,0.45491,0.72895,0.51427,0.94466,0.86223,0.77195,0.84272,0.77108,0.88064,0.76101,0.84196,0.72526,0.34475,0.68433,0.44437,0.88535,0.00873775,0.00873775,0.00873775
53,32721.3,0.45425,0.73594,0.51128,0.94636,0.86656,0.77698,0.84628,0.77593,0.86643,0.77632,0.84582,0.73119,0.34327,0.67613,0.43739,0.88476,0.008713,0.008713,0.008713
54,33338.2,0.45714,0.73636,0.51449,0.94547,0.87692,0.76945,0.84765,0.77825,0.87907,0.76986,0.84886,0.73192,0.33684,0.67129,0.43363,0.8772,0.00868825,0.00868825,0.00868825
55,33954.9,0.45045,0.70949,0.50535,0.94121,0.86858,0.77424,0.84579,0.77636,0.87067,0.76976,0.84434,0.72552,0.33449,0.67543,0.43462,0.87904,0.0086635,0.0086635,0.0086635
56,34571.2,0.44537,0.7148,0.49838,0.93835,0.86128,0.77538,0.84655,0.77646,0.8788,0.76351,0.84486,0.72851,0.33529,0.65883,0.43553,0.87972,0.00863875,0.00863875,0.00863875
57,35187.6,0.44739,0.71212,0.50428,0.93847,0.88004,0.77601,0.85105,0.7797,0.88965,0.76311,0.84798,0.73485,0.33266,0.66185,0.42654,0.87541,0.008614,0.008614,0.008614
58,35804.2,0.45101,0.71522,0.50364,0.93822,0.87726,0.78194,0.85014,0.77914,0.88312,0.77507,0.8467,0.72969,0.33622,0.66697,0.42435,0.87935,0.00858925,0.00858925,0.00858925
59,36420.5,0.43791,0.69796,0.49192,0.93323,0.87933,0.76664,0.84938,0.77703,0.88259,0.76445,0.84597,0.73114,0.33384,0.66955,0.43188,0.8797,0.0085645,0.0085645,0.0085645
60,37036.6,0.44011,0.70425,0.49446,0.93835,0.88388,0.76091,0.84577,0.7753,0.88927,0.76023,0.84451,0.7304,0.33464,0.67509,0.42749,0.88098,0.00853975,0.00853975,0.00853975
61,37652.8,0.44224,0.70241,0.49434,0.93574,0.88172,0.76507,0.84572,0.77859,0.89099,0.76257,0.8453,0.73418,0.33071,0.6641,0.42683,0.87665,0.008515,0.008515,0.008515
62,38269.2,0.43762,0.70258,0.48699,0.93553,0.88928,0.76195,0.85007,0.78034,0.8924,0.76195,0.84838,0.7352,0.32815,0.6559,0.41951,0.87568,0.00849025,0.00849025,0.00849025
