epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,9089.06,0.56859,0.98122,0.63618,0.97155,0.86698,0.6954,0.78632,0.68849,0.86415,0.69313,0.77993,0.65943,0.48614,1.01793,0.56629,0.92795,0.007129,0.007129,0.007129
89,9191.86,0.5643,0.97796,0.63447,0.97485,0.86695,0.69572,0.78702,0.68741,0.86655,0.6954,0.78069,0.66045,0.48331,1.01203,0.56554,0.92554,0.007096,0.007096,0.007096
90,9295.09,0.57438,0.98754,0.63709,0.97381,0.85772,0.70131,0.78742,0.68831,0.85856,0.69631,0.78071,0.66113,0.48301,1.00907,0.56723,0.92428,0.007063,0.007063,0.007063
91,9398.15,0.56473,0.98602,0.63657,0.97109,0.8608,0.69831,0.78906,0.68976,0.8588,0.69669,0.78281,0.66186,0.48139,1.00645,0.56465,0.92329,0.00703,0.00703,0.00703
92,9501.32,0.57151,0.972,0.63625,0.97538,0.85612,0.69734,0.78835,0.69067,0.85253,0.69497,0.78198,0.66146,0.47952,1.0058,0.56434,0.92367,0.006997,0.006997,0.006997
93,9604.1,0.5547,0.93632,0.6202,0.96923,0.85062,0.69734,0.78896,0.69134,0.85169,0.69669,0.78317,0.66311,0.47954,0.99976,0.56569,0.92346,0.006964,0.006964,0.006964
94,9707.33,0.57128,0.97468,0.64323,0.97405,0.83808,0.70577,0.78817,0.69081,0.83818,0.7035,0.7817,0.66242,0.48002,0.99841,0.56485,0.92426,0.006931,0.006931,0.006931
95,9810.37,0.56564,0.9684,0.62879,0.96959,0.84414,0.70375,0.78825,0.69049,0.84293,0.70081,0.7801,0.66219,0.48157,0.99611,0.56423,0.92647,0.006898,0.006898,0.006898
96,9913.56,0.5626,0.96274,0.62128,0.97014,0.83496,0.70658,0.78692,0.68926,0.83553,0.70318,0.7802,0.66144,0.48329,0.99453,0.56523,0.92881,0.006865,0.006865,0.006865
97,10016.6,0.55934,0.95503,0.61765,0.96812,0.83673,0.70544,0.78578,0.68981,0.84226,0.69904,0.77854,0.66137,0.48099,0.99474,0.56896,0.92573,0.006832,0.006832,0.006832
98,10119.4,0.5545,0.94862,0.61671,0.96937,0.84527,0.70415,0.78648,0.69005,0.84901,0.69767,0.77929,0.66182,0.47929,0.99338,0.5681,0.92518,0.006799,0.006799,0.006799
99,10222.6,0.56175,0.95657,0.62153,0.96784,0.83528,0.71481,0.78737,0.69022,0.84442,0.70415,0.78003,0.66235,0.47659,0.99391,0.56912,0.92213,0.006766,0.006766,0.006766
100,10325.8,0.55441,0.94451,0.61436,0.96294,0.83172,0.7159,0.78756,0.69167,0.83041,0.7116,0.78033,0.66417,0.47599,0.9937,0.5666,0.92206,0.006733,0.006733,0.006733
101,10428.8,0.55677,0.94674,0.61412,0.96693,0.82511,0.72003,0.78723,0.69131,0.84632,0.69597,0.78034,0.66369,0.47771,0.99513,0.56761,0.92345,0.0067,0.0067,0.0067
102,10531.9,0.55688,0.95254,0.61385,0.96782,0.83143,0.71123,0.78638,0.69061,0.82973,0.70836,0.77955,0.66319,0.48007,0.99379,0.56936,0.9246,0.006667,0.006667,0.006667
103,10634.8,0.5549,0.94562,0.61282,0.96571,0.83083,0.71128,0.78643,0.69099,0.83697,0.70318,0.78032,0.66339,0.48062,0.9928,0.5682,0.92603,0.006634,0.006634,0.006634
104,10738,0.55487,0.95292,0.6113,0.96507,0.84068,0.70619,0.78621,0.69146,0.83875,0.70457,0.78053,0.6644,0.4778,0.99121,0.5683,0.92354,0.006601,0.006601,0.006601
105,10841,0.55259,0.94329,0.60584,0.96604,0.84971,0.70285,0.78593,0.69088,0.84941,0.70091,0.78059,0.6638,0.47671,0.99097,0.5691,0.9233,0.006568,0.006568,0.006568
