epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,3383.71,0.61424,1.09563,0.74276,1.01362,0.81928,0.66948,0.75215,0.64217,0.82218,0.66675,0.74541,0.61896,0.56478,1.12186,0.69262,0.97431,0.0008516,0.0008516,0.0008516
31,3495.15,0.62013,1.09444,0.74941,1.01512,0.84898,0.66559,0.75753,0.64328,0.84526,0.66267,0.74896,0.61836,0.55834,1.13632,0.67445,0.97329,0.000812,0.000812,0.000812
32,3606.31,0.60997,1.0884,0.74161,1.0137,0.83305,0.65813,0.75678,0.64558,0.83504,0.65684,0.74952,0.62034,0.56244,1.10762,0.6687,0.97175,0.0007724,0.0007724,0.0007724
33,3717.85,0.61098,1.09308,0.73138,1.01064,0.83643,0.66776,0.75513,0.64609,0.83589,0.66623,0.74861,0.62071,0.55453,1.10534,0.66636,0.96563,0.0007328,0.0007328,0.0007328
34,3829.22,0.6118,1.08935,0.72978,1.00816,0.83363,0.66407,0.75917,0.65073,0.83108,0.66559,0.75377,0.62581,0.5464,1.09624,0.65865,0.96307,0.0006932,0.0006932,0.0006932
35,3941.15,0.59723,1.06365,0.71768,1.00139,0.83902,0.66656,0.75885,0.65236,0.84732,0.66105,0.75299,0.62678,0.54339,1.10598,0.6659,0.96423,0.0006536,0.0006536,0.0006536
36,4052.04,0.59062,1.05642,0.70462,1.00078,0.8365,0.67596,0.76226,0.65374,0.84104,0.66785,0.75364,0.62486,0.53902,1.09918,0.66212,0.95682,0.000614,0.000614,0.000614
37,4163.87,0.59183,1.06789,0.70492,0.99957,0.84549,0.68211,0.76844,0.6617,0.85229,0.67498,0.75968,0.63066,0.53521,1.07582,0.63961,0.9537,0.0005744,0.0005744,0.0005744
38,4275.28,0.58435,1.04856,0.69946,0.99467,0.83924,0.68438,0.76944,0.6615,0.85304,0.6766,0.76192,0.63565,0.53479,1.0696,0.6458,0.95533,0.0005348,0.0005348,0.0005348
39,4386.8,0.58209,1.03969,0.69735,0.99483,0.83014,0.68957,0.771,0.6683,0.83771,0.68568,0.76433,0.63812,0.52274,1.05691,0.62884,0.94853,0.0004952,0.0004952,0.0004952
40,4498.21,0.56692,1.01502,0.68695,0.98794,0.8439,0.68179,0.76922,0.66561,0.84784,0.66989,0.76029,0.6383,0.52624,1.06255,0.62948,0.95113,0.0004556,0.0004556,0.0004556
41,4606.28,0.52844,0.96936,0.64565,0.97061,0.851,0.66998,0.7662,0.6621,0.85224,0.66785,0.75944,0.63534,0.52558,1.08478,0.63064,0.95059,0.000416,0.000416,0.000416
42,4713.92,0.51974,0.94605,0.62285,0.9659,0.83782,0.67887,0.76631,0.6633,0.83864,0.67304,0.75983,0.63617,0.52873,1.0644,0.63393,0.94683,0.0003764,0.0003764,0.0003764
43,4821.47,0.51139,0.93531,0.60736,0.96177,0.82817,0.69086,0.77015,0.66491,0.82981,0.68633,0.76316,0.63744,0.52333,1.05195,0.62917,0.9455,0.0003368,0.0003368,0.0003368
44,4928.96,0.5022,0.92514,0.60055,0.95713,0.83997,0.68892,0.77331,0.66955,0.84533,0.67476,0.76372,0.6402,0.51763,1.05437,0.62208,0.94182,0.0002972,0.0002972,0.0002972
45,5036.28,0.49623,0.90584,0.58563,0.94875,0.85132,0.69119,0.77371,0.67094,0.84693,0.68762,0.7635,0.64218,0.5126,1.05159,0.617,0.93896,0.0002576,0.0002576,0.0002576
46,5143.77,0.48757,0.90629,0.57289,0.94514,0.85897,0.68091,0.77544,0.67047,0.85962,0.67596,0.76632,0.64179,0.51549,1.04629,0.61393,0.9406,0.000218,0.000218,0.000218
47,5251.59,0.48032,0.88702,0.56054,0.93989,0.86021,0.68196,0.77614,0.67296,0.85761,0.67693,0.76734,0.64284,0.51243,1.0411,0.60927,0.94085,0.0001784,0.0001784,0.0001784
48,5360.17,0.47618,0.87245,0.55892,0.93816,0.84876,0.6873,0.77531,0.67487,0.84859,0.68652,0.76826,0.64388,0.50715,1.03466,0.60303,0.9366,0.0001388,0.0001388,0.0001388
49,5469.35,0.46851,0.85874,0.54119,0.93493,0.83919,0.69345,0.77398,0.67312,0.83697,0.69205,0.76625,0.64302,0.51317,1.03966,0.6108,0.9426,9.92e-05,9.92e-05,9.92e-05
50,5578.05,0.46603,0.85123,0.54252,0.93372,0.8496,0.686,0.77543,0.67344,0.84636,0.68471,0.76803,0.64351,0.50906,1.0336,0.60349,0.94049,5.96e-05,5.96e-05,5.96e-05
