epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,17544.7,0.45558,0.73083,0.4753,0.91738,0.85807,0.7386,0.81228,0.7272,0.86712,0.73169,0.80911,0.6958,0.4169,0.9048,0.50878,0.90003,0.006601,0.006601,0.006601
105,17712.8,0.45011,0.72064,0.46784,0.91866,0.85853,0.73526,0.81148,0.72657,0.8629,0.73072,0.80763,0.69576,0.4149,0.90634,0.51211,0.89854,0.006568,0.006568,0.006568
106,17880.6,0.44447,0.70252,0.46332,0.91377,0.86794,0.72621,0.81095,0.72557,0.87161,0.72618,0.80667,0.69486,0.41595,0.90662,0.51418,0.89965,0.006535,0.006535,0.006535
107,18048.6,0.44861,0.71766,0.46547,0.91707,0.874,0.72294,0.81076,0.72567,0.87646,0.72489,0.8067,0.6935,0.41536,0.90797,0.51509,0.89843,0.006502,0.006502,0.006502
108,18216.3,0.44271,0.70293,0.45838,0.91447,0.86553,0.72618,0.81119,0.72571,0.86949,0.72752,0.80613,0.69396,0.41452,0.9092,0.51462,0.89835,0.006469,0.006469,0.006469
109,18384.5,0.4465,0.70744,0.46239,0.91734,0.8601,0.72914,0.81046,0.72538,0.86537,0.73072,0.80656,0.69467,0.41385,0.91026,0.51364,0.8984,0.006436,0.006436,0.006436
110,18552.7,0.44992,0.70888,0.46308,0.91615,0.86374,0.72512,0.80956,0.72526,0.87703,0.72003,0.80709,0.69519,0.41379,0.90779,0.51523,0.89846,0.006403,0.006403,0.006403
111,18720.6,0.44226,0.71578,0.45462,0.91288,0.87712,0.71776,0.80926,0.72456,0.88167,0.72003,0.80682,0.6945,0.4144,0.90781,0.51533,0.89999,0.00637,0.00637,0.00637
112,18888.6,0.44286,0.70698,0.45391,0.91236,0.87238,0.71873,0.80868,0.7243,0.87929,0.71991,0.80737,0.69414,0.41447,0.9062,0.51694,0.89976,0.006337,0.006337,0.006337
113,19056.7,0.44248,0.70997,0.45525,0.91357,0.87546,0.71756,0.8085,0.72405,0.87791,0.721,0.80747,0.69377,0.41572,0.9041,0.51806,0.90098,0.006304,0.006304,0.006304
114,19224.7,0.44235,0.70538,0.4541,0.91438,0.87127,0.72067,0.80866,0.72395,0.87402,0.72294,0.8063,0.6941,0.41595,0.9044,0.51822,0.90187,0.006271,0.006271,0.006271
115,19392.8,0.44316,0.7029,0.45289,0.91256,0.86478,0.72456,0.80893,0.72383,0.87771,0.72197,0.80609,0.69381,0.41724,0.90444,0.51763,0.90338,0.006238,0.006238,0.006238
116,19561,0.43943,0.69101,0.44865,0.91161,0.86801,0.72586,0.80959,0.72367,0.87111,0.72845,0.80525,0.69321,0.41816,0.90468,0.5175,0.90501,0.006205,0.006205,0.006205
117,19729.1,0.4419,0.70016,0.45152,0.91167,0.87102,0.72165,0.80896,0.72376,0.87415,0.72424,0.80497,0.69321,0.41738,0.90449,0.51833,0.90431,0.006172,0.006172,0.006172
118,19898,0.44159,0.69439,0.453,0.91254,0.8683,0.72424,0.80889,0.72336,0.86843,0.72722,0.80566,0.69335,0.41644,0.90329,0.51732,0.9035,0.006139,0.006139,0.006139
119,20066.4,0.43567,0.68362,0.44441,0.90813,0.87074,0.72253,0.80836,0.72372,0.87301,0.72294,0.80477,0.69284,0.41547,0.90303,0.51835,0.90291,0.006106,0.006106,0.006106
120,20235,0.43462,0.68405,0.44394,0.91039,0.86971,0.72229,0.80841,0.72409,0.87258,0.72262,0.80483,0.69334,0.41429,0.90297,0.5197,0.90203,0.006073,0.006073,0.006073
121,20403.8,0.43569,0.67882,0.44686,0.91109,0.87072,0.7202,0.80871,0.72383,0.87194,0.7215,0.80614,0.69324,0.41273,0.90302,0.52037,0.90058,0.00604,0.00604,0.00604
122,20572.1,0.43575,0.68306,0.44166,0.91075,0.86752,0.72357,0.80874,0.72404,0.86975,0.72486,0.80636,0.69326,0.41224,0.90353,0.51995,0.90021,0.006007,0.006007,0.006007
123,20740,0.4288,0.68165,0.43996,0.90835,0.86818,0.72586,0.80935,0.72443,0.86934,0.72683,0.80603,0.69359,0.4126,0.90564,0.51892,0.90066,0.005974,0.005974,0.005974
