epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,5409.62,0.54492,0.95368,0.66119,0.98422,0.83517,0.68308,0.77677,0.67578,0.83973,0.68179,0.77094,0.65159,0.50676,0.99962,0.62948,0.94483,0.0008516,0.0008516,0.0008516
31,5589.51,0.54711,0.94516,0.66836,0.98387,0.85934,0.67904,0.78172,0.68176,0.85651,0.67984,0.77648,0.65517,0.4974,1.01357,0.61394,0.93975,0.000812,0.000812,0.000812
32,5769.38,0.53595,0.9465,0.65778,0.98002,0.86365,0.67938,0.78431,0.68322,0.84701,0.68114,0.7771,0.65552,0.49347,0.99801,0.60774,0.94302,0.0007724,0.0007724,0.0007724
33,5948.99,0.53884,0.94809,0.65221,0.97948,0.85724,0.68633,0.78233,0.6799,0.85715,0.68146,0.77583,0.65793,0.49727,1.00615,0.6154,0.9486,0.0007328,0.0007328,0.0007328
34,6129.06,0.53457,0.9349,0.64357,0.97489,0.86211,0.68146,0.78358,0.68055,0.85901,0.67304,0.7743,0.65441,0.49767,0.99911,0.61602,0.94905,0.0006932,0.0006932,0.0006932
35,6309.1,0.52043,0.91833,0.63183,0.96829,0.85095,0.68633,0.78603,0.68731,0.85226,0.67857,0.77767,0.65794,0.49239,0.99484,0.59997,0.93847,0.0006536,0.0006536,0.0006536
36,6488.98,0.51681,0.9057,0.61459,0.96911,0.85586,0.69074,0.78935,0.6905,0.86749,0.6746,0.77955,0.66122,0.48413,0.97004,0.59389,0.93342,0.000614,0.000614,0.000614
37,6669.06,0.51617,0.9121,0.62116,0.96695,0.87722,0.68373,0.79506,0.69625,0.87951,0.67304,0.7851,0.66464,0.47782,0.96461,0.58292,0.92909,0.0005744,0.0005744,0.0005744
38,6848.86,0.50647,0.88693,0.61263,0.9611,0.85617,0.6944,0.79053,0.69319,0.85559,0.6854,0.78386,0.66399,0.47986,0.96268,0.57757,0.93188,0.0005348,0.0005348,0.0005348
39,7028.99,0.50686,0.88159,0.60627,0.96239,0.84452,0.70404,0.79517,0.69761,0.84785,0.69339,0.78614,0.66426,0.47562,0.95993,0.5748,0.92923,0.0004952,0.0004952,0.0004952
