epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,1685.54,0.3291,0.36795,0.29148,0.85492,0.97419,0.98049,0.98928,0.9627,0.97419,0.98049,0.98889,0.89907,0.2402,0.4001,0.227,0.58805,0.0013862,0.0013862,0.0013862
95,1703.59,0.32098,0.36588,0.28268,0.85518,0.97624,0.98701,0.98981,0.96645,0.97308,0.98485,0.98956,0.91064,0.23278,0.4167,0.22588,0.59054,0.0013796,0.0013796,0.0013796
96,1721.49,0.33082,0.40212,0.29546,0.85365,0.97151,0.96753,0.98928,0.96241,0.96573,0.97589,0.99069,0.89065,0.24196,0.41241,0.24122,0.59275,0.001373,0.001373,0.001373
97,1739.43,0.32062,0.37978,0.29441,0.85457,0.97992,0.97835,0.9922,0.96342,0.97776,0.97619,0.99196,0.89884,0.23382,0.40017,0.22085,0.59487,0.0013664,0.0013664,0.0013664
98,1757.34,0.32065,0.37642,0.28331,0.85461,0.97049,0.98918,0.98997,0.96417,0.96837,0.98701,0.98973,0.89478,0.23284,0.38018,0.23204,0.58805,0.0013598,0.0013598,0.0013598
99,1775.36,0.32567,0.38291,0.28808,0.85718,0.97206,0.97883,0.99043,0.96072,0.96991,0.97666,0.99056,0.89573,0.23187,0.41522,0.23351,0.58861,0.0013532,0.0013532,0.0013532
100,1793.25,0.32261,0.3761,0.29009,0.85629,0.97605,0.97835,0.99115,0.96485,0.97605,0.97835,0.991,0.9008,0.22885,0.39193,0.23107,0.58532,0.0013466,0.0013466,0.0013466
101,1811.14,0.32646,0.36535,0.28911,0.85914,0.97117,0.97835,0.99034,0.96043,0.97117,0.97835,0.99067,0.9017,0.23466,0.37732,0.23234,0.58995,0.00134,0.00134,0.00134
102,1829.02,0.3161,0.35934,0.28763,0.8569,0.97613,0.97357,0.98929,0.95613,0.97889,0.97619,0.98994,0.88771,0.24185,0.4161,0.22815,0.60081,0.0013334,0.0013334,0.0013334
103,1847.04,0.31401,0.35713,0.2835,0.85106,0.97156,0.98052,0.986,0.95373,0.97156,0.98052,0.98987,0.90104,0.24494,0.34657,0.22936,0.6061,0.0013268,0.0013268,0.0013268
104,1864.92,0.3183,0.36729,0.2899,0.85549,0.97853,0.9863,0.99096,0.96169,0.98067,0.9884,0.99156,0.90591,0.22932,0.41903,0.22313,0.59032,0.0013202,0.0013202,0.0013202
105,1882.84,0.32105,0.37717,0.28742,0.85148,0.97839,0.97979,0.98942,0.96147,0.97839,0.97979,0.98952,0.91324,0.23532,0.32832,0.23827,0.58835,0.0013136,0.0013136,0.0013136
